1640030353216684032,ששון גואטה,הליכוד,true,https://pbs.twimg.com/profile_images/1640032848403996675/y3-KS9Wh_400x400.jpg,
3012447072,אלי כהן,הליכוד,true,https://pbs.twimg.com/profile_images/1616858283997798403/PG3CIZ7T_400x400.jpg,שר האנרגיה והתשתיות
3221813461,דודי אמסלם,הליכוד,true,https://pbs.twimg.com/profile_images/1215182141572689921/JfHthRfJ_400x400.jpg,שר לשיתוף פעולה אזורי
594603685,יואב קיש,הליכוד,true,https://pbs.twimg.com/profile_images/1702340693413289984/KCdlZJpR_400x400.jpg,שר החינוך
390702143,מירי רגב,הליכוד,true,https://pbs.twimg.com/profile_images/1609429727919456256/uiplO246_400x400.jpg,שרת התחבורה
325609507,מיקי זוהר,הליכוד,true,https://pbs.twimg.com/profile_images/1625594990570135569/rQB1TLBr_400x400.jpg,שר התרבות והספורט
957286196467691521,עידית סילמן,הליכוד,true,https://pbs.twimg.com/profile_images/1407618672684851202/HhflfieI_400x400.jpg,השרה להגנת הסביבה
1361639886697230339,עמיחי שיקלי,הליכוד,true,https://pbs.twimg.com/profile_images/1427890051812364291/E27EE7Ic_400x400.jpg,שר התפוצות והמאבק באנטישמיות
271441733,רון דרמר,הליכוד,true,https://pbs.twimg.com/profile_images/644153798210949121/Td9XKQeN_400x400.jpg,השר לעניינים אסטרטגיים
716347920287678464,איתמר בן גביר,עוצמה יהודית,true,https://pbs.twimg.com/profile_images/1650934365604421652/C6W6f07J_400x400.jpg,השר לביטחון לאומי
1577979790233145345,יצחק קרויזר,עוצמה יהודית,true,https://pbs.twimg.com/profile_images/1618639023181791238/42GHIDU6_400x400.jpg,
1571815187249774592,לימור סון הר מלך,עוצמה יהודית,true,https://pbs.twimg.com/profile_images/1600059749910839297/pPrsdo7e_400x400.jpg,
1747729362848305152,אבי מעוז,נעם,true,https://pbs.twimg.com/profile_images/1754469991548694528/-53w_53__400x400.jpg,
4248446717,צביקה פוגל,עוצמה יהודית,true,https://pbs.twimg.com/profile_images/1745759749549801472/0IrP9gCs_400x400.jpg,
1554944998625476608,אלמוג כהן,עוצמה יהודית,true,https://pbs.twimg.com/profile_images/1603155407261913089/qd6ww9uw_400x400.jpg,
4229480969,עמיחי אליהו,עוצמה יהודית,true,https://pbs.twimg.com/profile_images/1586590933486866432/6Y4vf5yC_400x400.jpg,שר המורשת
1592274778047520768,אוהד טל,הציונות הדתית,true,https://pbs.twimg.com/profile_images/1742686105147703296/rbOtYRVk_400x400.jpg,
4590904835,אופיר סופר,הציונות הדתית,true,https://pbs.twimg.com/profile_images/1631318022131535872/xfqwutrm_400x400.jpg,שר העלייה והקליטה
1104738286231277569,אורית סטרוק,הציונות הדתית,true,https://pbs.twimg.com/profile_images/1618272049394229249/awcEC31M_400x400.jpg,שרת ההתיישבות והמשימות הלאומיות
1103149866967056384,מיכל וולדיגר,הציונות הדתית,true,https://pbs.twimg.com/profile_images/1544731084692365314/blGSPqMZ_400x400.jpg,
1554161816464494593,משה סולומון,הציונות הדתית,true,https://pbs.twimg.com/profile_images/1632501109712453632/sKQwMw5n_400x400.jpg,
3897402303,צבי סוכות,הציונות הדתית,true,https://pbs.twimg.com/profile_images/1764628165102534656/PyRhWk28_400x400.jpg,
51563363,שמחה רוטמן,הציונות הדתית,true,https://pbs.twimg.com/profile_images/1548619177497354240/cob4pO7j_400x400.jpg,
3185280620,בצלאל סמוטריץ,הציונות הדתית,true,https://pbs.twimg.com/profile_images/1694818023599685633/2T4z9K_j_400x400.jpg,שר האוצר
1109109982644056064,אורית פרקש הכהן,המחנה הממלכתי,true,https://pbs.twimg.com/profile_images/1359831796096114688/r8YRzuVF_400x400.jpg,
1123904263552479235,אלון שוסטר,המחנה הממלכתי,true,https://pbs.twimg.com/profile_images/1589181426968174595/eG_N8Nse_400x400.jpg,
1082167187006242817,בני גנץ,המחנה הממלכתי,true,https://pbs.twimg.com/profile_images/1589610479407742977/nSyRRp4b_400x400.jpg,שר בלי תיק
1559179214712078339,גדי איזנקוט,המחנה הממלכתי,true,https://pbs.twimg.com/profile_images/1671579819342012422/2a6V1z3k_400x400.jpg,שר בלי תיק
1488472180358885378,חילי טרופר,המחנה הממלכתי,true,https://pbs.twimg.com/profile_images/1488472324412223492/sHV1LUNr_400x400.jpg,שר בלי תיק
3297824006,מיכאל ביטון,המחנה הממלכתי,true,https://pbs.twimg.com/profile_images/1757041200110960640/BKcN3AXs_400x400.jpg,
1084841922521387008,מתן כהנא,המחנה הממלכתי,true,https://pbs.twimg.com/profile_images/1590368669644853253/JC4lzyyP_400x400.jpg,
953694150783848448,פנינה תמנו שטה,המחנה הממלכתי,true,https://pbs.twimg.com/profile_images/973531089900834816/CQIbnBKs_400x400.jpg,
57535118,גדעון סער,תקווה חדשה,false,https://pbs.twimg.com/profile_images/1588996627028758528/r3nrNeB1_400x400.jpg,
4009506983,יפעת שאשא ביטון,תקווה חדשה,false,https://pbs.twimg.com/profile_images/1588228959665377283/qzt4jVqK_400x400.jpg,
3235818564,שרן השכל,תקווה חדשה,false,https://pbs.twimg.com/profile_images/1729847618237251584/VoiMABY-_400x400.jpg,
917451193,אריה דרעי,שס,true,https://pbs.twimg.com/profile_images/1570346347575873536/JIVaAObx_400x400.jpg,
1303437535016873987,מיכאל מלכיאלי,שס,true,https://pbs.twimg.com/profile_images/1412358933986136067/1ei_gXY0_400x400.jpg,השר לשירותי דת
1277204459693780992,משה אבוטבול,שס,true,https://pbs.twimg.com/profile_images/1754109193395580928/eES0aq-W_400x400.jpg,
1739936778172186624,סימון מושיאשוילי,שס,true,https://pbs.twimg.com/profile_images/1741763010668974080/OyI3r-h__400x400.jpg,
747355561138749440,יואב בן צור,שס,true,https://pbs.twimg.com/profile_images/1610214516192677890/mgeHD08F_400x400.jpg,שר העבודה
778203996288913408,יעקב מרגי,שס,true,https://pbs.twimg.com/profile_images/1625075921169395712/NDY33Opp_400x400.jpg,שר הרווחה והביטחון החברתי
1348979991866912770,יעקב אשר,יהדות התורה,true,https://pbs.twimg.com/profile_images/1467230983007227910/iZNndFdU_400x400.jpg,
1600762135549730818,משה גפני,יהדות התורה,true,https://pbs.twimg.com/profile_images/1600763528650031105/QFycQhNL_400x400.jpg,
1667819785147613189,יצחק גולדקנופף,יהדות התורה,true,https://pbs.twimg.com/profile_images/1709210087657537536/2UBX5rN1_400x400.jpg,שר הבינוי והשיכון
39465137,אחמד טיבי,חדש-תעל,false,https://pbs.twimg.com/profile_images/478417496530096128/b90s9amt_400x400.jpeg,
2655956864,איימן עודה,חדש-תעל,false,https://pbs.twimg.com/profile_images/558769710473302017/CZ_e_jH1_400x400.jpeg,
1610639197479518208,יוסף עטאונה,חדש-תעל,false,https://pbs.twimg.com/profile_images/1610639535146156034/7Fzxz2cx_400x400.jpg,
3023764651,עאידה תומא סלימאן,חדש-תעל,false,https://pbs.twimg.com/profile_images/743019114927644673/8SsBptJe_400x400.jpg,
3254559126,עופר כסיף,חדש-תעל,false,https://pbs.twimg.com/profile_images/1643343956699127821/tPgrSbAa_400x400.jpg,
835367457523118080,אפרת רייטן,העבודה,false,https://pbs.twimg.com/profile_images/1748709037607202819/cpTRK0zF_400x400.jpg,
3014350315,גלעד קריב,העבודה,false,https://pbs.twimg.com/profile_images/1616396197060550656/CsnFqaG2_400x400.jpg,
287610527,מרב מיכאלי,העבודה,false,https://pbs.twimg.com/profile_images/1568215487993053185/u-dBsLV8_400x400.jpg,
2180579797,נעמה לזימי,העבודה,false,https://pbs.twimg.com/profile_images/1600198507188592640/J0FlIAep_400x400.jpg,
216256233,אביגדור ליברמן,ישראל ביתנו,false,https://pbs.twimg.com/profile_images/1653023418214764546/GsP1HEqv_400x400.jpg,
596332453,עודד פורר,ישראל ביתנו,false,,https://pbs.twimg.com/profile_images/1589571902036664321/ihS_S5ug_400x400.jpg
208031507,יבגני סובה,ישראל ביתנו,false,,https://pbs.twimg.com/profile_images/1535959254095495170/XLBVfP0f_400x400.jpg
1453978444098846727,שרון ניר,ישראל ביתנו,false,https://pbs.twimg.com/profile_images/1757369304943661057/yMPJ7FOA_400x400.jpg,
932924160338251776,יוליה מלינובסקי,ישראל ביתנו,false,https://pbs.twimg.com/profile_images/1444989943982575616/yUwecUEx_400x400.jpg,
1614981207200079873,חמד עמאר,ישראל ביתנו,false,https://pbs.twimg.com/profile_images/1628453149760446464/xyXoJ4rA_400x400.jpg,
1150486994,מיקי לוי,יש עתיד,false,https://pbs.twimg.com/profile_images/1412020551208607749/fSXvTA-G_400x400.jpg,
929750700,משה טור-פז,יש עתיד,false,https://pbs.twimg.com/profile_images/1739551203619377152/bAhvCF1J_400x400.jpg,
1037830262,אלעזר שטרן,יש עתיד,false,https://pbs.twimg.com/profile_images/1696024327466913792/1KVmBenP_400x400.jpg,
1123875064422838274,בועז טופורובסקי,יש עתיד,false,https://pbs.twimg.com/profile_images/1123890926852694017/YUPM6YFZ_400x400.png,
955180898,ולדימיר בליאק,יש עתיד,false,https://pbs.twimg.com/profile_images/1771770406501842944/d8Ngv4S-_400x400.jpg,
2946300174,יאיר לפיד,יש עתיד,false,https://pbs.twimg.com/profile_images/1542614209472626689/1xn-A8QI_400x400.jpg,יושב ראש האופוזיציה
1124942519450599424,יואב סגלוביץ,יש עתיד,false,https://pbs.twimg.com/profile_images/1745476038560288769/jExr35Pc_400x400.jpg,
953250019712425984,יוראי להב הרצנו,יש עתיד,false,https://pbs.twimg.com/profile_images/1536768182077333507/3ZulXdIO_400x400.jpg,
1382372095422836739,יסמין סאקס פרידמן,יש עתיד,false,https://pbs.twimg.com/profile_images/1607667163334057984/xYNbGtdE_400x400.jpg,
3299687576,ירון לוי,יש עתיד,false,https://pbs.twimg.com/profile_images/1609516837984681984/laD2oDJ5_400x400.jpg,
871716728539164672,מאיר כהן,יש עתיד,false,https://pbs.twimg.com/profile_images/1667905767268122626/UDHQF-_A_400x400.jpg,
1594977681187213313,מטי צרפתי הרכבי,יש עתיד,false,https://pbs.twimg.com/profile_images/1594980531065716736/nlpqHQUm_400x400.jpg,
3180190236,מירב בן ארי,יש עתיד,false,https://pbs.twimg.com/profile_images/1676176982365675521/JIOfTOkV_400x400.jpg,
792820132355665924,מירב כהן,יש עתיד,false,https://pbs.twimg.com/profile_images/1493907640845484033/EvbHl6To_400x400.jpg,
212389448,נאור שירי,יש עתיד,false,https://pbs.twimg.com/profile_images/1594715030855028738/JUZZx92n_400x400.jpg,
797132483775131649,סימון דוידסון,יש עתיד,false,https://pbs.twimg.com/profile_images/1495850888514125833/z79sBHQW_400x400.jpg,
921423540657754115,עידן רול,יש עתיד,false,https://pbs.twimg.com/profile_images/1297497523440025601/Q5hmShgN_400x400.jpg,
2602165590,קארין אלהרר,יש עתיד,false,https://pbs.twimg.com/profile_images/1384241112760545286/TNqKYE7O_400x400.jpg,
1090337817631309824,רון כץ,יש עתיד,false,https://pbs.twimg.com/profile_images/1540763163578220544/K7EmjSPI_400x400.jpg,
900304107742920704,רם בן ברק,יש עתיד,false,https://pbs.twimg.com/profile_images/1217504102600581125/VPL7cl--_400x400.jpg,
3071312046,מיכל שיר,יש עתיד,false,https://pbs.twimg.com/profile_images/1501199679920422916/rEjxcDsp_400x400.jpg,
1623686319565164544,שלי טל מירון,יש עתיד,false,https://pbs.twimg.com/profile_images/1623686488226496515/USVGG9tQ_400x400.jpg,
